Tipo,Descripcion,Habitaciones,Banos,Area,Barrio,UPZ,Valor,Moneda,Precio,Precio_Millon,Valor_m2_Millon,Valor_m2_Barrio
Apartamento,Apartamento en venta en El Contador,3,3,206,El Contador,Los Cedros,$ 990.000.000,$,990000000,990.0,4.805825242718447,5.279454722492697
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,60,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 225.000.000,$,225000000,225.0,3.75,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 148.000.000,$,148000000,148.0,3.3636363636363638,4.572008510026535
Apartamento,Apartamento en venta en Engativa,2,2,53,Engativa,Engativá,$ 331.500.000,$,331500000,331.5,6.254716981132075,2.887769666800428
Apartamento,Apartamento en venta en Zona Noroccidental,1,1,58,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 300.000.000,$,300000000,300.0,5.172413793103448,4.572008510026535
Apartamento,Apartamento en venta en Usaquén,3,2,152,Usaquén,Usaquén,$ 1.030.000.000,$,1030000000,1030.0,6.776315789473684,5.65558134903221
Apartamento,Apartamento en venta en Kennedy,2,1,40,Kennedy,Kennedy Central,$ 195.000.000,$,195000000,195.0,4.875,3.382897908271655
Apartamento,Apartamento en venta en Kennedy,2,1,40,Kennedy,Kennedy Central,$ 200.000.000,$,200000000,200.0,5.0,3.382897908271655
Apartamento,Apartamento en venta en Fontibón,3,1,48,Fontibón,Fontibón,$ 168.000.000,$,168000000,168.0,3.5,3.723021313477524
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,68,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 323.000.000,$,323000000,323.0,4.75,4.572008510026535
Casa,Casa en venta en Kennedy,3,2,86,Kennedy,Kennedy Central,$ 275.000.000,$,275000000,275.0,3.197674418604651,3.382897908271655
Apartamento,Apartamento en venta en Santa Barbara,3,3,114,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000,$,510000000,510.0,4.473684210526316,5.852628361947598
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 176.000.000,$,176000000,176.0,4.0,4.572008510026535
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,100,Ciudad Salitre,Ciudad Salitre Oriental,$ 680.000.000,$,680000000,680.0,6.8,7.412638847193035
Apartamento,Apartamento en venta en Quinta Paredes,3,2,100,Quinta Paredes,Teusaquillo,$ 680.000.000,$,680000000,680.0,6.8,5.302461344272642
Apartamento,Apartamento en venta en Hayuelos,3,2,45,Hayuelos,Modelia,$ 217.000.000,$,217000000,217.0,4.822222222222222,4.814082765845993
Apartamento,Apartamento en venta en Usaquén,3,5,178,Usaquén,Usaquén,$ 1.050.000.000,$,1050000000,1050.0,5.898876404494382,5.65558134903221
Casa,Casa en venta en Usaquén,4,3,105,Usaquén,Usaquén,$ 375.000.000,$,375000000,375.0,3.5714285714285716,5.65558134903221
Apartamento,Apartamento en venta en Cedritos,3,2,98,Cedritos,Usaquén,$ 458.000.000,$,458000000,458.0,4.673469387755102,5.027419586695463
Oficina/Consultorio,Oficina/Consultorio en venta en Ciudad Salitre,4,2,200,Ciudad Salitre,Ciudad Salitre Oriental,$ 2.000.000.000,$,2000000000,2000.0,10.0,7.412638847193035
Apartamento,Apartamento en venta en Santa Barbara,1,2,69,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 425.000.000,$,425000000,425.0,6.159420289855072,5.852628361947598
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,73,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 318.000.000,$,318000000,318.0,4.3561643835616435,4.572008510026535
Apartamento,Apartamento en venta en Cedritos,4,4,158,Cedritos,Usaquén,$ 660.000.000,$,660000000,660.0,4.177215189873418,5.027419586695463
Apartamento,Apartamento en venta en Usaquén,3,4,100,Usaquén,Usaquén,$ 730.000.000,$,730000000,730.0,7.3,5.65558134903221
Apartamento,Apartamento en venta en Candelaria La Nueva,3,1,54,Candelaria La Nueva,La Candelaria,$ 140.000.000,$,140000000,140.0,2.5925925925925926,4.0625
Apartamento,Apartamento en venta en Kennedy,3,2,78,Kennedy,Kennedy Central,$ 343.000.000,$,343000000,343.0,4.397435897435898,3.382897908271655
Apartamento,Apartamento en venta en Kennedy,3,2,89,Kennedy,Kennedy Central,$ 385.000.000,$,385000000,385.0,4.325842696629214,3.382897908271655
Casa,Casa en venta en Zona Noroccidental,4,4,220,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.300.000.000,$,1300000000,1300.0,5.909090909090909,4.572008510026535
Casa,Casa en venta en Zona Noroccidental,4,3,280,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.195.000.000,$,1195000000,1195.0,4.267857142857143,4.572008510026535
Apartamento,Apartamento en venta en Santa Barbara,2,3,85,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 519.000.000,$,519000000,519.0,6.105882352941176,5.852628361947598
Apartamento,Apartamento en venta en Bella Suiza,2,2,54,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 350.000.000,$,350000000,350.0,6.481481481481482,6.2905507012394
Apartamento,Apartamento en venta en Engativa,3,2,49,Engativa,Engativá,$ 202.000.000,$,202000000,202.0,4.122448979591836,2.887769666800428
Apartamento,Apartamento en venta en Colina Campestre,4,3,115,Colina Campestre,Niza,$ 429.000.000,$,429000000,429.0,3.7304347826086954,4.776341497750727
Apartamento,Apartamento en venta en Chico Norte,2,2,88,Chico Norte,CHAPINERO: Chicó Lago + El Refugio,$ 640.000.000,$,640000000,640.0,7.2727272727272725,8.353851040924855
Apartamento,Apartamento en venta en Mazuren,2,2,67,Mazuren,El Prado,$ 435.000.000,$,435000000,435.0,6.492537313432836,3.8513890438469263
Apartamento,Apartamento en venta en Usaquén,3,2,100,Usaquén,Usaquén,$ 610.000.000,$,610000000,610.0,6.1,5.65558134903221
Apartamento,Apartamento en venta en Normandia,2,2,77,Normandia,ENGATIVÁ: Santa Cecilia + Jardín  Botánico,$ 650.000.000,$,650000000,650.0,8.441558441558442,4.204753199268739
Apartamento,Apartamento en venta en Bella Suiza,1,2,61,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 421.000.000,$,421000000,421.0,6.901639344262295,6.2905507012394
Apartamento,Apartamento en venta en Chico Reservado,3,4,150,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.300.000.000,$,1300000000,1300.0,8.666666666666666,8.104486540013072
Apartamento,Apartamento en venta en Ciudad Bolívar,3,1,39,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 155.000.000,$,155000000,155.0,3.9743589743589745,3.5194954371992697
Apartamento,Apartamento en venta en Cedritos,3,3,100,Cedritos,Usaquén,$ 530.000.000,$,530000000,530.0,5.3,5.027419586695463
Apartamento,Apartamento en venta en Engativa,2,2,58,Engativa,Engativá,$ 330.000.000,$,330000000,330.0,5.689655172413793,2.887769666800428
Apartamento,Apartamento en venta en Bosa,3,2,60,Bosa,Bosa Central,$ 225.000.000,$,225000000,225.0,3.75,2.6778451358697213
Apartamento,Apartamento en venta en Rafael Uribe Uribe,3,1,50,Rafael Uribe Uribe,Los Alcázares,$ 143.000.000,$,143000000,143.0,2.86,2.3312523627417128
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,51,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 245.500.000,$,245500000,245.5,4.813725490196078,4.572008510026535
Apartamento,Apartamento en venta en Cedritos,2,3,97,Cedritos,Usaquén,$ 433.000.000,$,433000000,433.0,4.463917525773196,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,3,2,71,Cedritos,Usaquén,$ 315.000.000,$,315000000,315.0,4.436619718309859,5.027419586695463
Apartamento,Apartamento en venta en Bella Suiza,2,3,82,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 450.000.000,$,450000000,450.0,5.487804878048781,6.2905507012394
Apartamento,Apartamento en venta en Zona Noroccidental,1,1,57,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 350.000.000,$,350000000,350.0,6.140350877192983,4.572008510026535
Apartamento,Apartamento en venta en Usaquén,2,2,51,Usaquén,Usaquén,$ 205.000.000,$,205000000,205.0,4.019607843137255,5.65558134903221
Casa,Casa en venta en Usaquén,4,5,236,Usaquén,Usaquén,$ 1.200.000.000,$,1200000000,1200.0,5.084745762711864,5.65558134903221
Apartamento,Apartamento en venta en Fontibón,3,2,54,Fontibón,Fontibón,$ 169.000.000,$,169000000,169.0,3.1296296296296298,3.723021313477524
Apartamento,Apartamento en venta en Santa Barbara,1,2,66,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 375.000.000,$,375000000,375.0,5.681818181818182,5.852628361947598
Apartamento,Apartamento en venta en Las Villas,3,3,120,Las Villas,Niza,$ 460.000.000,$,460000000,460.0,3.8333333333333335,4.270504854368932
Apartamento,Apartamento en venta en Cedritos,1,2,48,Cedritos,Usaquén,$ 308.000.000,$,308000000,308.0,6.416666666666667,5.027419586695463
Apartamento,Apartamento en venta en Chico Reservado,2,4,104,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.100.000.000,$,1100000000,1100.0,10.576923076923077,8.104486540013072
Apartamento,Apartamento en venta en Cedritos,2,2,69,Cedritos,Usaquén,$ 400.000.000,$,400000000,400.0,5.797101449275362,5.027419586695463
Casa,Casa en venta en Modelia,4,2,200,Modelia,Fontibón,$ 860.000.000,$,860000000,860.0,4.3,0.16342613076967627
Casa,Casa en venta en Usaquén,7,4,325,Usaquén,Usaquén,$ 1.650.000.000,$,1650000000,1650.0,5.076923076923077,5.65558134903221
Apartamento,Apartamento en venta en San Patricio,1,1,53,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 565.000.000,$,565000000,565.0,10.660377358490566,6.831854578231803
Apartamento,Apartamento en venta en Barrancas,3,2,63,Barrancas,San Cristóbal Norte,$ 238.000.000,$,238000000,238.0,3.7777777777777777,4.4748338081671415
Apartamento,Apartamento en venta en Cedritos,3,3,108,Cedritos,Usaquén,$ 503.000.000,$,503000000,503.0,4.657407407407407,5.027419586695463
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,86,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 330.000.000,$,330000000,330.0,3.8372093023255816,4.572008510026535
Apartamento,Apartamento en venta en Cedritos,2,2,69,Cedritos,Usaquén,$ 400.000.000,$,400000000,400.0,5.797101449275362,5.027419586695463
Casa,Casa en venta en Usaquén,7,4,325,Usaquén,Usaquén,$ 1.650.000.000,$,1650000000,1650.0,5.076923076923077,5.65558134903221
Apartamento,Apartamento en venta en Cedritos,3,2,96,Cedritos,Usaquén,$ 580.000.000,$,580000000,580.0,6.041666666666667,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,3,3,108,Cedritos,Usaquén,$ 503.000.000,$,503000000,503.0,4.657407407407407,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,4,3,135,Cedritos,Usaquén,$ 635.000.000,$,635000000,635.0,4.703703703703703,5.027419586695463
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,103,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 499.000.000,$,499000000,499.0,4.844660194174757,4.572008510026535
Apartamento,Apartamento en venta en Cedritos,2,2,53,Cedritos,Usaquén,$ 371.000.000,$,371000000,371.0,7.0,5.027419586695463
Apartamento,Apartamento en venta en Tintala,3,2,56,Tintala,Tintala,$ 179.000.000,$,179000000,179.0,3.1964285714285716,3.7991992442958873
Apartamento,Apartamento en venta en Teusaquillo,2,2,83,Teusaquillo,Teusaquillo,$ 348.200.000,$,348200000,348.2,4.195180722891566,3.975204301767717
Apartamento,Apartamento en venta en Barrancas,3,2,63,Barrancas,San Cristóbal Norte,$ 238.000.000,$,238000000,238.0,3.7777777777777777,4.4748338081671415
Apartamento,Apartamento en venta en Ciudad Bolívar,3,2,59,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 173.000.000,$,173000000,173.0,2.9322033898305087,3.5194954371992697
Apartamento,Apartamento en venta en Usaquén,3,3,66,Usaquén,Usaquén,$ 257.000.000,$,257000000,257.0,3.893939393939394,5.65558134903221
Apartamento,Apartamento en venta en Chico Reservado,2,4,104,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.100.000.000,$,1100000000,1100.0,10.576923076923077,8.104486540013072
Apartamento,Apartamento en venta en Engativa,3,2,70,Engativa,Engativá,$ 298.500.000,$,298500000,298.5,4.264285714285714,2.887769666800428
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,100,Ciudad Salitre,Ciudad Salitre Oriental,$ 680.000.000,$,680000000,680.0,6.8,7.412638847193035
Apartamento,Apartamento en venta en Quinta Paredes,3,2,100,Quinta Paredes,Teusaquillo,$ 680.000.000,$,680000000,680.0,6.8,5.302461344272642
Apartamento,Apartamento en venta en Hayuelos,3,2,45,Hayuelos,Modelia,$ 217.000.000,$,217000000,217.0,4.822222222222222,4.814082765845993
Apartamento,Apartamento en venta en Usaquén,3,5,178,Usaquén,Usaquén,$ 1.050.000.000,$,1050000000,1050.0,5.898876404494382,5.65558134903221
Casa,Casa en venta en Usaquén,4,3,105,Usaquén,Usaquén,$ 375.000.000,$,375000000,375.0,3.5714285714285716,5.65558134903221
Apartamento,Apartamento en venta en Cedritos,4,4,158,Cedritos,Usaquén,$ 660.000.000,$,660000000,660.0,4.177215189873418,5.027419586695463
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,73,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 318.000.000,$,318000000,318.0,4.3561643835616435,4.572008510026535
Apartamento,Apartamento en venta en Cedritos,3,2,98,Cedritos,Usaquén,$ 458.000.000,$,458000000,458.0,4.673469387755102,5.027419586695463
Apartamento,Apartamento en venta en Santa Barbara,1,2,69,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 425.000.000,$,425000000,425.0,6.159420289855072,5.852628361947598
Oficina/Consultorio,Oficina/Consultorio en venta en Ciudad Salitre,4,2,200,Ciudad Salitre,Ciudad Salitre Oriental,$ 2.000.000.000,$,2000000000,2000.0,10.0,7.412638847193035
Apartamento,Apartamento en venta en Kennedy,3,2,78,Kennedy,Kennedy Central,$ 343.000.000,$,343000000,343.0,4.397435897435898,3.382897908271655
Apartamento,Apartamento en venta en Usaquén,3,4,100,Usaquén,Usaquén,$ 730.000.000,$,730000000,730.0,7.3,5.65558134903221
Apartamento,Apartamento en venta en Candelaria La Nueva,3,1,54,Candelaria La Nueva,La Candelaria,$ 140.000.000,$,140000000,140.0,2.5925925925925926,4.0625
Casa,Casa en venta en Zona Noroccidental,4,4,220,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.300.000.000,$,1300000000,1300.0,5.909090909090909,4.572008510026535
Apartamento,Apartamento en venta en Kennedy,3,2,89,Kennedy,Kennedy Central,$ 385.000.000,$,385000000,385.0,4.325842696629214,3.382897908271655
Apartamento,Apartamento en venta en Usaquén,1,2,59,Usaquén,Usaquén,$ 369.000.000,$,369000000,369.0,6.254237288135593,5.65558134903221
Apartamento,Apartamento en venta en Puente Aranda,1,2,51,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 366.000.000,$,366000000,366.0,7.176470588235294,3.247774594103762
Apartamento,Apartamento en venta en Usaquén,2,3,92,Usaquén,Usaquén,$ 378.000.000,$,378000000,378.0,4.108695652173913,5.65558134903221
Apartamento,Apartamento en venta en Cedritos,1,2,54,Cedritos,Usaquén,$ 355.000.000,$,355000000,355.0,6.574074074074074,5.027419586695463
Apartamento,Apartamento en venta en La Calleja,3,3,121,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 700.000.000,$,700000000,700.0,5.785123966942149,6.582907870377288
Apartamento,Apartamento en venta en La Calleja,3,3,150,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 990.000.000,$,990000000,990.0,6.6,6.582907870377288
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,102,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 600.000.000,$,600000000,600.0,5.882352941176471,4.572008510026535
Apartamento,Apartamento en venta en Cedritos,3,3,122,Cedritos,Usaquén,$ 516.000.000,$,516000000,516.0,4.229508196721311,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,3,3,82,Cedritos,Usaquén,$ 350.000.000,$,350000000,350.0,4.2682926829268295,5.027419586695463
Apartamento,Apartamento en venta en Bella Suiza,2,2,78,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 475.000.000,$,475000000,475.0,6.089743589743589,6.2905507012394
Apartamento,Apartamento en venta en Chapinero,3,2,141,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 749.000.000,$,749000000,749.0,5.3120567375886525,4.58018576602501
Casa,Casa en venta en Zona Noroccidental,4,3,280,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.195.000.000,$,1195000000,1195.0,4.267857142857143,4.572008510026535
Apartamento,Apartamento en venta en Usaquén,2,2,75,Usaquén,Usaquén,$ 498.000.000,$,498000000,498.0,6.64,5.65558134903221
Apartamento,Apartamento en venta en Santa Barbara,1,1,35,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 269.000.000,$,269000000,269.0,7.685714285714286,5.852628361947598
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,43,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 153.000.000,$,153000000,153.0,3.558139534883721,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,4,3,82,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 335.000.000,$,335000000,335.0,4.085365853658536,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,77,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 399.000.000,$,399000000,399.0,5.181818181818182,4.572008510026535
Apartamento,Apartamento en venta en Cedritos,1,2,51,Cedritos,Usaquén,$ 373.000.000,$,373000000,373.0,7.313725490196078,5.027419586695463
Apartamento,Apartamento en venta en El Contador,2,2,70,El Contador,Los Cedros,$ 415.000.000,$,415000000,415.0,5.928571428571429,5.279454722492697
Apartamento,Apartamento en venta en Bella Suiza,3,4,180,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 1.550.000.000,$,1550000000,1550.0,8.61111111111111,6.2905507012394
Apartamento,Apartamento en venta en El Contador,3,3,90,El Contador,Los Cedros,$ 460.000.000,$,460000000,460.0,5.111111111111111,5.279454722492697
Apartamento,Apartamento en venta en Cedritos,2,1,52,Cedritos,Usaquén,$ 225.000.000,$,225000000,225.0,4.326923076923077,5.027419586695463
Apartamento,Apartamento en venta en Rafael Uribe Uribe,3,2,58,Rafael Uribe Uribe,Los Alcázares,$ 200.000.000,$,200000000,200.0,3.4482758620689653,2.3312523627417128
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,50,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 234.000.000,$,234000000,234.0,4.68,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,4,2,73,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 199.000.000,$,199000000,199.0,2.7260273972602738,4.572008510026535
Apartamento,Apartamento en venta en Bella Suiza,2,2,83,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 450.000.000,$,450000000,450.0,5.421686746987952,6.2905507012394
Apartamento,Apartamento en venta en Santa Barbara,5,5,375,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.400.000.000,$,1400000000,1400.0,3.7333333333333334,5.852628361947598
Apartamento,Apartamento en venta en Engativa,3,2,49,Engativa,Engativá,$ 202.000.000,$,202000000,202.0,4.122448979591836,2.887769666800428
Apartamento,Apartamento en venta en Bella Suiza,2,2,54,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 350.000.000,$,350000000,350.0,6.481481481481482,6.2905507012394
Apartamento,Apartamento en venta en Santa Barbara,2,3,85,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 519.000.000,$,519000000,519.0,6.105882352941176,5.852628361947598
Apartamento,Apartamento en venta en Usaquén,2,2,60,Usaquén,Usaquén,$ 310.000.000,$,310000000,310.0,5.166666666666667,5.65558134903221
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 355.000.000,$,355000000,355.0,5.071428571428571,4.572008510026535
Apartamento,Apartamento en venta en Colina Campestre,3,2,108,Colina Campestre,Niza,$ 545.000.000,$,545000000,545.0,5.046296296296297,4.776341497750727
Apartamento,Apartamento en venta en Chapinero,2,2,89,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 720.000.000,$,720000000,720.0,8.089887640449438,4.58018576602501
Apartamento,Apartamento en venta en Chapinero,3,2,95,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 650.000.000,$,650000000,650.0,6.842105263157895,4.58018576602501
Apartamento,Apartamento en venta en Cedritos,3,2,87,Cedritos,Usaquén,$ 343.000.000,$,343000000,343.0,3.942528735632184,5.027419586695463
Apartamento,Apartamento en venta en Usme,3,1,46,Usme,USME: Alfonso López + Ciudad Usme,$ 127.000.000,$,127000000,127.0,2.760869565217391,3.847569525590091
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,70,Ciudad Salitre,Ciudad Salitre Oriental,$ 370.000.000,$,370000000,370.0,5.285714285714286,7.412638847193035
Apartamento,Apartamento en venta en Kennedy,3,1,57,Kennedy,Kennedy Central,$ 162.000.000,$,162000000,162.0,2.8421052631578947,3.382897908271655
Apartamento,Apartamento en venta en Zona Noroccidental,3,4,300,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.560.000.000,$,1560000000,1560.0,5.2,4.572008510026535
